sequence,date,slot,videoNumber,title,sourceMarketplace,sourceUrl,sourceZip,videoEntry,videoSha256,catalogProductId,affiliateMarketplace,affiliateLink,storeLink,publicationStatus,caption,hashtags
"695","2027-03-19","2","1457","Joybos-esfregão giratório com balde, mão livre, aperto, separação automática, esfregões planos, limpeza do piso, almofadas de microfibra laváveis","outro","https://pt.aliexpress.com/item/1005003532856716.html","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1457/Joybos-esfregão giratório com balde, mão livre, aperto, separação automática, esfregões planos, limpeza do piso, almofadas de microfibra laváveis.mp4","6db514fc9db341eeda81ded715f90f1aa647db9140f04aea050012c91eead9be","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"696","2027-03-19","3","1458","Papel De Parede Adesivo Alumínio 3D Para Cozinha Pia Banheiro Lavável Com Textura 1mx61cm","shopee","https://shopee.com.br/4-Prendedores-De-Lençol-Colchão-Elástico-Prático-i.317292347.13231252527","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1458/Papel De Parede Adesivo Alumínio 3D Para Cozinha Pia Banheiro Lavável Com Textura 1mx61cm.mp4","02b99e6da5146bc97c0a4da8b55cd648d66a7293863d74a441c209173c90d531","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"697","2027-03-20","1","1459","Escova Com Dentes De Silicone Para Cabelos e Massagem Corporal","shopee","https://shopee.com.br/Escova-Com-Dentes-De-Silicone-Para-Cabelos-e-Massagem-Corporal-i.319405956.11633147395","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1459/Escova Com Dentes De Silicone Para Cabelos e Massagem Corporal.mp4","f899a1de061bba8f507e4a51305454fc3514eeca1308edb40de45ab2cf1db185","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"698","2027-03-20","2","1460","Cortina Blackout Com Ventosas Para Janela Sala De Estar , Quarto , Cozinha , Escritório","shopee","https://shopee.com.br/Cortina-Blackout-Com-Ventosas-Para-Janela-Sala-De-Estar-Quarto-Cozinha-Escritório-i.732192524.17535427418","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1460/Cortina Blackout Com Ventosas Para Janela Sala De Estar , Quarto , Cozinha , Escritório.mp4","3263d70dccf5219df1e2f43d92c9391f5ff60d6cdcc8ba2fd2a43068ad412315","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"699","2027-03-20","3","1461","Prateleira Organizadora cozinha, sala, Banheiro, Nicho Revisteiro, temperos condimentos.","shopee","https://shopee.com.br/Prateleira-Organizadora-cozinha-sala-Banheiro-Nicho-Revisteiro-temperos-condimentos.-i.379691997.14824581916","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1461/Prateleira Organizadora cozinha, sala, Banheiro, Nicho Revisteiro, temperos condimentos..mp4","52c7deda97194262476fdac019df4edbabdee547c97a896cf2e92529635cca49","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"700","2027-03-21","1","1462","Mini Microfone Estéreo Digital de 3,5mm para PC  Notebook Gravador de Celular","shopee","https://shopee.com.br/Mini-Microfone-Estéreo-Digital-de-3-5mm-para-PC-Notebook-Gravador-de-Celular-i.378486098.10710146761","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1462/Mini Microfone Estéreo Digital de 3,5mm para PC  Notebook Gravador de Celular.mp4","39725a2e2fa4a73c194de2ed63518ffbbcba4abeb4d35467f6b67dd9bbee9367","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"701","2027-03-21","2","1463","Adaptador de Tomada Articulado Benjamin Adaptador Universal Tomada 2 e 3 Polos Cinza Para Colocar atrás da Estante Sofá Rack","shopee","https://shopee.com.br/Adaptador-de-Tomada-Articulado-Benjamin-Adaptador-Universal-Tomada-2-e-3-Polos-Cinza-Para-Colocar-atrás-da-Estante-Sofá-Rack-i.340563101.11753870116","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1463/Adaptador de Tomada Articulado Benjamin Adaptador Universal Tomada 2 e 3 Polos Cinza Para Colocar atrás da Estante Sofá Rack.mp4","f058a0dc28142452af2d55264a367d67dde8db364c0478f428dcd864924ff047","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"702","2027-03-21","3","1464","2 Peças Tampa Da Válvula Do Aro Pneu Roda Carro Luminosa Haste À Prova D_água E Poeira Adequado Para Acessórios Motocicleta","shopee","https://shopee.com.br/2-Peças-Tampa-Da-Válvula-Do-Aro-Pneu-Roda-Carro-Luminosa-Haste-À-Prova-D'água-E-Poeira-Adequado-Para-Acessórios-Motocicleta-i.617186680.16251320938","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1464/2 Peças Tampa Da Válvula Do Aro Pneu Roda Carro Luminosa Haste À Prova D_água E Poeira Adequado Para Acessórios Motocicleta.mp4","186c22bc376bdcedca1f6d875b2fcd9ed24d7c15b4a00303ab05a97aef315dff","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"703","2027-03-22","1","1465","Original Duka Little Q Régua Eletrônica Fita Superfície Curva Régua De Medição Hd Tela Lcd Longa Espera Recarregável","shopee","https://shopee.com.br/Original-Duka-Little-Q-Régua-Eletrônica-Fita-Superfície-Curva-Régua-De-Medição-Hd-Tela-Lcd-Longa-Espera-Recarregável-i.468767393.9067814505","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1465/Original Duka Little Q Régua Eletrônica Fita Superfície Curva Régua De Medição Hd Tela Lcd Longa Espera Recarregável.mp4","459b92f1def7860274f7047107e22ea27a55d2a76372f97a8bb12b9fc5325759","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"704","2027-03-22","2","1466","Kit De Limpeza Do Limpador Para Airpods Pro 1 2 earbuds Escova Caneta Fones De Ouvido Bluetooth Caso De Ferramentas Huawei Samsung MI","shopee","https://shopee.com.br/Kit-De-Limpeza-Do-Limpador-Para-Airpods-Pro-1-2-earbuds-Escova-Caneta-Fones-De-Ouvido-Bluetooth-Caso-De-Ferramentas-Huawei-Samsung-MI-i.656074310.16301897583","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1466/Kit De Limpeza Do Limpador Para Airpods Pro 1 2 earbuds Escova Caneta Fones De Ouvido Bluetooth Caso De Ferramentas Huawei Samsung MI.mp4","2e5475746959b9aecf9b2aba1754e65ac5a99f7db2e49199fa7e1ba3629fbde2","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"705","2027-03-22","3","1467","Torneira Cromada para Maquina de Lavar e Tanque 2 Saídas Abs Lavanderia 14v","shopee","https://shopee.com.br/Torneira-Tanque-Maquina-Lavar-2-Saídas-Abs-Cromado-1-4v-cod125-i.412425678.8159128229","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1467/Torneira Cromada para Maquina de Lavar e Tanque 2 Saídas Abs Lavanderia 14v.mp4","89fe5af4b9b65e30d957d7ceff8134ba7980917a4ef7f85d7b99958fcdfd8940","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"706","2027-03-23","1","1468","Tela De Janela Substituta 5cmx 2m Remendo De Reparo Antimosquito","shopee","https://shopee.com.br/Tela-De-Janela-Substituta-5cmx-2m-Remendo-De-Reparo-Antimosquito-i.448131928.8278387834","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1468/Tela De Janela Substituta 5cmx 2m Remendo De Reparo Antimosquito.mp4","e44a47a86147bf2c7324d14811c4b58a7c4b16a1e621a17071940a9ce1d1a761","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"707","2027-03-23","2","1469","Rack Banheiro Estante Prateleira sobre vaso sanitario Metal Organizador Toalete Varanda","shopee","https://shopee.com.br/product/311962378/6463194423","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1469/Rack Banheiro Estante Prateleira sobre vaso sanitario Metal Organizador Toalete Varanda.mp4","9162a24ca50017b613a98a51dd4b8d222ec95fdf7da8b743e1796a03744a3f46","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"708","2027-03-23","3","1470","Organizador Porta Maquiagem Removível Com Gaveta Espelho Led","shopee","https://shopee.com.br/Organizador-Porta-Maquiagem-Removível-Com-Gaveta-Espelho-Led-i.405557873.3070896767","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1470/Organizador Porta Maquiagem Removível Com Gaveta Espelho Led.mp4","1899079f6b3107c95bb172a5a0c68bb3ea2557b03402c756ea60d385aa22b838","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"709","2027-03-24","1","1471","Cleaning Cloths NanoScale Streak-Free Miracle Kitchen Housekeeping Home Care Supplies","shopee","https://shopee.com.br/product/301328307/9267147793","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1471/Cleaning Cloths NanoScale Streak-Free Miracle Kitchen Housekeeping Home Care Supplies.mp4","1b8dc9a32678b5fd0865a9d75742e77aa9129e74b125ccfb0d90cf0f52d911fe","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"710","2027-03-24","2","1472","Mini Máquina De Lavar Roupa 2.8L Portátil Dobrável Calcinha Para Casa Meias Roupas De Bebê Limpeza Viagem Presente De Feriado","shopee","https://shopee.com.br/Mini-Máquina-De-Lavar-Roupa-110V-2.8L-Portátil-Dobrável-Calcinha-Para-Casa-Meias-Roupas-De-Bebê-Limpeza-Viagem-Presente-De-Feriado-i.691451735.12481734417","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1472/Mini Máquina De Lavar Roupa 2.8L Portátil Dobrável Calcinha Para Casa Meias Roupas De Bebê Limpeza Viagem Presente De Feriado.mp4","4799e170160cde5ab57d3b489259b6de01d5d8940ab3758d3a485ec5c79a2a3f","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"711","2027-03-24","3","1473","Papel De Parede Quente Para Quarto  Teto  Teto  Placa Auto-Adesivo Para Papel De Parede Decorativo","shopee","https://shopee.com.br/Papel-De-Parede-Quente-Para-Quarto-Teto-Teto-Placa-Auto-Adesivo-Para-Papel-De-Parede-Decorativo-i.412809126.6495275646","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1473/Papel De Parede Quente Para Quarto  Teto  Teto  Placa Auto-Adesivo Para Papel De Parede Decorativo.mp4","192a7856752ec7f6f02c1d5e4195ab6f964edf1909f6945efee3ed71249eb8ce","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"712","2027-03-25","1","1474","Lrvi Tapete Semi-Circle Capacho De Porta Antiderrapante Com Estampa De Mármore Meia Lua Em Pvc,30X60Cm","shopee","https://shopee.com.br/Lrvi-Tapete-Semi-Circle-Capacho-De-Porta-Antiderrapante-Com-Estampa-De-Mármore-Meia-Lua-Em-Pvc-30X60Cm-i.463718943.10958507348","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1474/Lrvi Tapete Semi-Circle Capacho De Porta Antiderrapante Com Estampa De Mármore Meia Lua Em Pvc,30X60Cm.mp4","846b1ad0513294c206f5e1ab31465bfdadefcb16463e2d8ffd9bc9e411f45145","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"713","2027-03-25","2","1475","Formas De Silicone Para Geladinho E Sorvete Comtac Kids 4095","shopee","https://shopee.com.br/Formas-De-Silicone-Para-Geladinho-E-Sorvete-Comtac-Kids-4095-i.634332352.14749228829","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1475/Formas De Silicone Para Geladinho E Sorvete Comtac Kids 4095.mp4","cd3c12dea201c9c1ebecbec66803c93e0b1b1a15c724ba8e849095740398da03","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"714","2027-03-25","3","1476","Mosquiteiro Tipo Tenda Casal 1.5cm2.0cm 1.8cmX2.0cm","shopee","https://shopee.com.br/Mosquiteiro-Tipo-Tenda-Casal-1.5cm*2.0cm-1.8cmX2.0cm-i.399754171.9489648659","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1476/Mosquiteiro Tipo Tenda Casal 1.5cm2.0cm 1.8cmX2.0cm.mp4","b61066d892d9fb390f330bf8362ad10f61f69c7d558e9be7fdb1b0f61ce6e20e","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"715","2027-03-26","1","1477","2 Unidades Almofada Protetora De Calcanhar Para Sapatos Auto-adesiva","shopee","https://shopee.com.br/2-Unidades-Almofada-Protetora-De-Calcanhar-Para-Sapatos-Auto-adesiva-i.306723885.3491215455","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1477/2 Unidades Almofada Protetora De Calcanhar Para Sapatos Auto-adesiva.mp4","9c3cb3f370c9fa26851a1b4473c3f114780ee12e52e04cf218035937d3733b88","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"716","2027-03-26","2","1478","Lousa Mágica Tela Lcd Tablet Infantil De Escrever E Desenhar 8.5 Polegadas e 10.5 Polegadas JORGER","shopee","https://shopee.com.br/Lousa-Mágica-Tela-Lcd-Tablet-Infantil-De-Escrever-E-Desenhar-8.5-Polegadas-e-10.5-Polegadas-JORGER-i.410705973.19205985975","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1478/Lousa Mágica Tela Lcd Tablet Infantil De Escrever E Desenhar 8.5 Polegadas e 10.5 Polegadas JORGER.mp4","8e70432e5bbc46d8d5a42925e265985326fa10f9c2f3334ff7f5bdcbd0a6f994","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"717","2027-03-26","3","1479","50 M  Rolo Adesivo Decorativo De Azulejo  Piso À Prova D _Água","shopee","https://shopee.com.br/50-M-Rolo-Adesivo-Decorativo-De-Azulejo-Piso-À-Prova-D-'Água-i.264979449.9635201822","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1479/50 M  Rolo Adesivo Decorativo De Azulejo  Piso À Prova D _Água.mp4","5e2e6e7453169ce021ff0ee18668ae6ff95678da343bfafe36d25596555500c4","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"718","2027-03-27","1","1480","Protetor De Sapato De Silicone Impermeável Para Chuva Clink","shopee","https://shopee.com.br/Protetor-De-Sapato-De-Silicone-Impermeável-Para-Chuva-Clink-i.422091857.14020287046","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1480/Protetor De Sapato De Silicone Impermeável Para Chuva Clink.mp4","61073b28c0aa6e9f958938a83f452e73099244715a16b77cf191ac0af01d11d1","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"719","2027-03-27","2","1481","Capa Elástica Para Cozinha CadeirasLã Tecido Jacquard (1 pedaço)","shopee","https://shopee.com.br/Capa-Elástica-Para-Cozinha-Cadeiras-Lã-Tecido-Jacquard-i.419589070.15265153875","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1481/Capa Elástica Para Cozinha CadeirasLã Tecido Jacquard (1 pedaço).mp4","583767fbf992c1fba4b24ec6f0103c44e356e12ce2830e9317e54a9a07f96dd1","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"720","2027-03-27","3","1482","Massageador Elétrico Portatil Profissional Muscular Relaxamento Pistola Original Massagem Gun Academia","shopee","https://shopee.com.br/Massageador-Elétrico-Portatil-Profissional-Muscular-Relaxamento-Pistola-Original-Massagem-Gun-Academia-i.444300037.16304714835","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1482/Massageador Elétrico Portatil Profissional Muscular Relaxamento Pistola Original Massagem Gun Academia.mp4","31a3ca8569c867f2580b93999cbb1f60bda08792c697bcd440cb0f6f321deacb","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"721","2027-03-28","1","1483","Porta Comprimido Cápsula Remédio Digital C Alarme 4 espaços","shopee","https://shopee.com.br/Porta-Comprimido-Cápsula-Remédio-Digital-C-Alarme-4-espaços-i.341055062.16416891374","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1483/Porta Comprimido Cápsula Remédio Digital C Alarme 4 espaços.mp4","de55e99720d90e3375837d06ef85a0c85c7a8fa4b456618f540957e932b0ff47","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"722","2027-03-28","2","1484","Nano Névoa Facial Elétrica Profissional Pulverizador De Vaporizador De Vaporizador Nano Névoa Spray","shopee","https://shopee.com.br/Nano-Névoa-Facial-Elétrica-Profissional-Pulverizador-De-Vaporizador-De-Vaporizador-Nano-Névoa-Spray-i.293029340.3886809777","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1484/Nano Névoa Facial Elétrica Profissional Pulverizador De Vaporizador De Vaporizador Nano Névoa Spray.mp4","922cc153a5d6b64564dbe52c874e09a342adbd1be40e041c182cadb6cbc4898f","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"723","2027-03-28","3","1485","Sapateira de Nivel, Prateleira Moderna para Organizacao","shopee","https://shopee.com.br/Sapateira-de-Nivel-Prateleira-Moderna-para-Organizacao-i.283760455.13129300565","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1485/Sapateira de Nivel, Prateleira Moderna para Organizacao.mp4","0eb593d5a71ac1080653e9739c4be363b6c86fea81a654d5c38c8c61e7c8d788","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"724","2027-03-29","1","1487","Suporte de alumínio dobrável para celular, Mini Suporte de telefone invisível e ajustável","shopee","https://shopee.com.br/Mini-Suporte-dobravel-Para-Celular-Pratico-Portatil-i.345636454.14059410671","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1487/Suporte de alumínio dobrável para celular, Mini Suporte de telefone invisível e ajustável.mp4","f35db89384ba4a5271d52d03f16a8b1ca2c4b50e98282aaa9adb7d68010180e7","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"725","2027-03-29","2","1488","1pç Copo Squeeze De Gelo De Verão Portátil Copo De Frozen Rápida Copo Slushy Slushie","shopee","https://shopee.com.br/1pç-Copo-Squeeze-De-Gelo-De-Verão-Portátil-Copo-De-Frozen-Rápida-Copo-Slushy-Slushie-i.266760631.11526629179","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1488/1pç Copo Squeeze De Gelo De Verão Portátil Copo De Frozen Rápida Copo Slushy Slushie.mp4","aec295ed959751843b5c592daeec71952bba84858a2616ed2087290665045654","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"726","2027-03-29","3","1490","Ralo De Chão De Aço Inoxidável Filtro De Malha Anti-CologColetor De Vazamento De CabeloBanheira","shopee","https://shopee.com.br/Ralo-De-Chão-De-Aço-Inoxidável-Filtro-De-Malha-Anti-Colog-Coletor-De-Vazamento-De-Cabelo-Banheira-i.237278536.16673697934","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1490/Ralo De Chão De Aço Inoxidável Filtro De Malha Anti-CologColetor De Vazamento De CabeloBanheira.mp4","1d2895cd053933e7782937e5ba7b1439930e32d988e07ddfda17710d1ae4470c","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"727","2027-03-30","1","1491","Puxador De Metal Universal Com Zíper","shopee","https://shopee.com.br/Puxador-De-Metal-Universal-Com-Zíper-i.237279032.11544065995","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1491/Puxador De Metal Universal Com Zíper.mp4","1a94baacab43e1b521a1ae9c53184f28448a8a759c66726a520d4a3be7752141","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"728","2027-03-30","2","1492","NEATHOME Prateleira Organizadora De Banheiro De Canto 2022 Sem Costura Dobrável Perfuração","shopee","https://shopee.com.br/NEATHOME-Prateleira-Organizadora-De-Banheiro-De-Canto-2022-Sem-Costura-Dobrável-Perfuração-i.431542020.19513172979","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1492/NEATHOME Prateleira Organizadora De Banheiro De Canto 2022 Sem Costura Dobrável Perfuração.mp4","0f64308e45a3cc8dc316d4e1d2aafc902042b16b05d6b084f0db8628b9fea2dc","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"729","2027-03-30","3","1493","ELEGANT 1 Rolo Linha De Aparar Parede De Canto DIY Cintura Baseboard 5 Mármore Grãos À Prova D_água Decoração De Casa Papel Corte Livre Adesivo","shopee","https://shopee.com.br/Elegante-5-M-Rodapé-Moda-Adesivos-De-Parede-Linha-De-Guarnição-Da-Impermeável-Home-Decor-Peel-Stick-Canto-Cintura-i.404576446.14587000811","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1493/ELEGANT 1 Rolo Linha De Aparar Parede De Canto DIY Cintura Baseboard 5 Mármore Grãos À Prova D_água Decoração De Casa Papel Corte Livre Adesivo.mp4","87b4878fd5d60ec10420d714e17e562608b7b88c8f51cae790aebab8cfe9ce7c","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"730","2027-03-31","1","1494","Suporte Porta Rolo Toalha Aluminio Filme Cozinha 3 X 1 Papel","shopee","https://shopee.com.br/Suporte-Porta-Rolo-Toalha-Aluminio-Filme-Cozinha-3-X-1-Papel-i.349219205.7578918149","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1494/Suporte Porta Rolo Toalha Aluminio Filme Cozinha 3 X 1 Papel.mp4","a6a72aa0e5ead005e8dfd75b65b209fc5ab8c49bd96bb91f285996581cbd13e1","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"731","2027-03-31","2","1495","northvotescastsuper 12pcs Esponja Facial Puff Face Wash Comprimido Bastão De Limpeza Pele","shopee","https://shopee.com.br/northvotescastsuper-12pcs-Facial-Sponge-Puff-Face-Wash-Compressed-Cleaning-Stick-Cleansing-Pad-Skin-NVCS-i.280850061.13793636657","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1495/northvotescastsuper 12pcs Esponja Facial Puff Face Wash Comprimido Bastão De Limpeza Pele.mp4","adc15b06067b43cde2dda80efddb0d010aeda780537b218e36dd946b6d889d63","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"732","2027-03-31","3","1496","4pcs Divisória Para Partição De Geladeira De Armazenamento Combinação DIYOrganizador Divisor","shopee","https://shopee.com.br/4pcs-Divisória-Para-Partição-De-Geladeira-De-Armazenamento-Combinação-DIY-Organizador-Divisor-i.332313468.17121875346","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1496/4pcs Divisória Para Partição De Geladeira De Armazenamento Combinação DIYOrganizador Divisor.mp4","2cb375609c9806b091c5ba034ce1e4981c3a72ad7f10fb1f241831f8e83d0bda","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"733","2027-04-01","1","1498","Prateleira Para Armazenar Armários DomésticosDe CozinhaCanto Em Camadas","shopee","https://shopee.com.br/Prateleira-Para-Armazenar-Armários-Domésticos-De-Cozinha-Canto-Em-Camadas-i.778897709.16575352399","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1498/Prateleira Para Armazenar Armários DomésticosDe CozinhaCanto Em Camadas.mp4","a0647b7506742e8254b2487277a9a905c0d48b10346d5f0ffb2e1a4d82a34c74","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"734","2027-04-01","2","1499","Organizador MultiusoSaco Embalagem P-M-G Com ZíperOrganizador De Guarda Roupa Saco De Pó Multifuncional Com Impressão De Alça","shopee","https://shopee.com.br/Organizadores-Organizador-Multiuso-com-Zíper-Saco-de-pó-multifuncional-com-impressão-de-alça-organizador-de-guarda-roupa-i.359389982.17824572882","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1499/Organizador MultiusoSaco Embalagem P-M-G Com ZíperOrganizador De Guarda Roupa Saco De Pó Multifuncional Com Impressão De Alça.mp4","99ec8d4805345547f0e161eb69792460586794bb9d27d6c66f75d6b0fa8ebb3b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"735","2027-04-01","3","1500","Mini Multifuncional Caixa De Armazenamento 60 W Cabo De Dados USB Carregamento Rápido Digital Gadget Eletrônico Conjunto De Cartões De Pino","shopee","https://shopee.com.br/Mini-Multifuncional-Caixa-De-Armazenamento-60-W-Cabo-De-Dados-USB-Carregamento-Rápido-Digital-Gadget-Eletrônico-Conjunto-De-Cartões-De-Pino-i.255608715.20100917204","VIDEOS 1200-1500-20260730T124530Z-1-001.zip","VIDEOS 1200-1500/VIDEO 1500/Mini Multifuncional Caixa De Armazenamento 60 W Cabo De Dados USB Carregamento Rápido Digital Gadget Eletrônico Conjunto De Cartões De Pino.mp4","35b133f3878341ea684eeaa19d59e6d640fcd7a1b9b51ed4a7a5609f47b3bc02","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"736","2027-04-02","1","1508","Bolsa De Cintura Pacotes De Sacos De Desporto Para Corrida Caminhada Viagem","shopee","https://shopee.com.br/Bolsa-De-Cintura-Pacotes-De-Sacos-De-Desporto-Para-Corrida-Caminhada-Viagem-i.503103146.15003677477","VIDEOS 1500-1800-20260730T124532Z-1-001.zip","VIDEOS 1500-1800/VIDEO 1508/Bolsa De Cintura Pacotes De Sacos De Desporto Para Corrida Caminhada Viagem.mp4","a3592db47f7d7afb8cb26697290fe0609d25179c7fc3c898f22ad65359c06258","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"737","2027-04-02","2","1519","Varal Retratil Ajustavel Pratico Banheiro Lavanderia 2,8 Metros Inox Seca Lsy02 Luuk Young","shopee","https://shopee.com.br/Varal-Retratil-Ajustavel-Pratico-Banheiro-Lavanderia-2-8-Metros-Inox-Seca-Lsy02-Luuk-Young-i.290948553.9078086582","VIDEOS 1500-1800-20260730T124532Z-1-001.zip","VIDEOS 1500-1800/VIDEO 1519/Varal Retratil Ajustavel Pratico Banheiro Lavanderia 2,8 Metros Inox Seca Lsy02 Luuk Young.mp4","9ba0c0429a7127d888410bf8c5ad7e57bb852c2cd6e4105a0888ec33ce005a9a","","","","","aguardando_revisao_visual_e_link_afiliado","",""
"738","2027-04-02","3","1520","HOTWIND Bluetooth-compatible Remote Control Type-C Charging Wireless Controller For Android IOS","shopee","https://shopee.com.br/HOTWIND-Controle-Remoto-Bluetooth-compatible-Tipo-C-Carregamento-Sem-Fio-TikTok-Selfie-Vídeo-Mini-Controlador-Atual-D8R8-i.242908589.18807058511","VIDEOS 1500-1800-20260730T124532Z-1-001.zip","VIDEOS 1500-1800/VIDEO 1520/HOTWIND Bluetooth-compatible Remote Control Type-C Charging Wireless Controller For Android IOS.mp4","9128851136620a9bab5a9ab157cfe5983d32c15cc90514ef7a583b00380ed22b","","","","","aguardando_revisao_visual_e_link_afiliado","",""
