"sourceZip","videoNumber","title","videoEntry","videoSha256","status","durationSeconds","width","height","resolution","orientation","fps","videoCodec","audioCodec","audioChannels","audioSampleRate","bitRate","bytes","error"
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1653","Colchão De Durável Elevador Ergonômico Cunha Ferramenta De Substituição De Lençol De Aliviar A Dor Nas Costas Ajuda À Mudança De Cama","VIDEOS 1500-1800/VIDEO 1653/Colchão De Durável Elevador Ergonômico Cunha Ferramenta De Substituição De Lençol De Aliviar A Dor Nas Costas Ajuda À Mudança De Cama.mp4","f19378543755672b3afaac9d127ddd8a2d6ab1242d7bc72ebe8dcf8ab7dbd23d","ok","10,936","720","1280","720x1280","vertical","30","h264","aac","2","44100","1538276","2102824",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1654","Torneira de cozinha dobrável de parede Torneira de enchimento de pote Torneira de pia de furo único Girar o Bico Dobrável Latão de ouro cromado","VIDEOS 1500-1800/VIDEO 1654/Torneira de cozinha dobrável de parede Torneira de enchimento de pote Torneira de pia de furo único Girar o Bico Dobrável Latão de ouro cromado.mp4","987c4c338f24637b9617122ee849a27c6a84b7ab10cfdbad9390c4e3358b63af","ok","8,498","720","1280","720x1280","vertical","30","h264","aac","2","44100","1232287","1308997",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1655","Walsunte Suporte Para CarroTelefone Móvel Criativo Popular Mouse","VIDEOS 1500-1800/VIDEO 1655/Walsunte Suporte Para CarroTelefone Móvel Criativo Popular Mouse.mp4","4493ae64981089f5e08517941a6beb583b704621b24931f6b113c2fdbe1c9d7d","ok","13,211","720","1280","720x1280","vertical","30","h264","aac","2","44100","2132610","3521739",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1656","Mesa Lateral de Apoio Industrial com Rodízio Fit Yescasa","VIDEOS 1500-1800/VIDEO 1656/Mesa Lateral de Apoio Industrial com Rodízio Fit Yescasa.mp4","2a3800157e5ab9b5e7305076542a08bd289758c7f83badfc7c345069b3e19dc2","ok","7,755","720","1280","720x1280","vertical","30","h264","aac","2","44100","1494444","1448677",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1657","Cama de mesa ajustável de madeira portátil mesa dobrável notebook mesa do computador para o sofá da escrita para o estudante cama dormitório","VIDEOS 1500-1800/VIDEO 1657/Cama de mesa ajustável de madeira portátil mesa dobrável notebook mesa do computador para o sofá da escrita para o estudante cama dormitório.mp4","dc78e2063930bb73011b6a39cda625952b2811cb40be2fefac74d79a4176d7b9","ok","15,255","720","1280","720x1280","vertical","30","h264","aac","2","44100","1424335","2716029",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1658","【 ★】 ★ Papel De Parede De Pintura Máquina De Impressão Rolo【 Nota】","VIDEOS 1500-1800/VIDEO 1658/【 ★】 ★ Papel De Parede De Pintura Máquina De Impressão Rolo【 Nota】.mp4","516c42a5c7d27d19e64381a95a7415ec5b0439d3a1bb0aa047b3775c76558d2a","ok","13,118","720","1280","720x1280","vertical","30","h264","aac","2","44100","1558399","2555386",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1659","Quadro de alumínio shimano 3 velocidade mãe bebê triciclo sem taga carrinho bicicleta turismo","VIDEOS 1500-1800/VIDEO 1659/Quadro de alumínio shimano 3 velocidade mãe bebê triciclo sem taga carrinho bicicleta turismo.mp4","682d0eba7b6a45ef3906a8c1ed25465bb84e3e56c540817597ce09db24220242","ok","7,313","720","1280","720x1280","vertical","30","h264","aac","2","44100","3144992","2874916",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1660","Mini Máquina De Lavar Portátil Ultrassônica Lavanderia Branco USB - Envio Rapido","VIDEOS 1500-1800/VIDEO 1660/Mini Máquina De Lavar Portátil Ultrassônica Lavanderia Branco USB - Envio Rapido.mp4","09c44fb4b347099c2e00a2d702ef0ac826fe40dbcd8d4fd15b70f098dc3483db","ok","10,169","720","1280","720x1280","vertical","30","h264","aac","2","44100","1949764","2478394",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1661","(Em Estoque) Garrafa De Plástico Com Spray Fácil De Espuma E Efeito Multifuncional Para Limpeza Doméstica","VIDEOS 1500-1800/VIDEO 1661/(Em Estoque) Garrafa De Plástico Com Spray Fácil De Espuma E Efeito Multifuncional Para Limpeza Doméstica.mp4","efac31f3000c96a2bbe14cbe4dfa49a4fe43480b274ff42dd4f36354c089f9d3","ok","14,93","720","1280","720x1280","vertical","30","h264","aac","2","44100","1927389","3596990",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1662","Mini Coador Filtro De Café Monodose 50unpac Individual","VIDEOS 1500-1800/VIDEO 1662/Mini Coador Filtro De Café Monodose 50unpac Individual.mp4","7dfb6b98cbbe39e5c1476c951abeb5f7ac405eeb9e8db24357dca3895c350bca","ok","42,004","720","1280","720x1280","vertical","30","h264","aac","2","44100","1852524","9726680",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1663","Tuya Smart Door Lock com Câmera de Vigilância, Wi-Fi, Sem Fio, Impressão Digital, Senha, App Desbloqueio, Fechaduras Eletrônicas Digitais","VIDEOS 1500-1800/VIDEO 1663/Tuya Smart Door Lock com Câmera de Vigilância, Wi-Fi, Sem Fio, Impressão Digital, Senha, App Desbloqueio, Fechaduras Eletrônicas Digitais.mp4","047acf92f8ccba3afbbd12b4789ce427a1a614bbc8cfc3593e3f24030541633a","ok","10,657","720","1280","720x1280","vertical","30","h264","aac","2","44100","1616731","2153688",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1664","Protetor de Webcam Tampa Câmera Notebook e Celulares Anti-espião Envio Rápido","VIDEOS 1500-1800/VIDEO 1664/Protetor de Webcam Tampa Câmera Notebook e Celulares Anti-espião Envio Rápido.mp4","114bc847d0ad68f3b0bbfe448d8f18b8df102baa2e2c7e6ac4b657bf2862a956","ok","6,012","720","1280","720x1280","vertical","30","h264","aac","2","44100","1143878","859625",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1665","Adesivo Lousa Quadro Negro, Preto Fosco, 2 Metros x 45 cm","VIDEOS 1500-1800/VIDEO 1665/Adesivo Lousa Quadro Negro, Preto Fosco, 2 Metros x 45 cm.mp4","eb268ff692322707fbb06daf1a6e68a479e8850970cd6ad221ff21933464f10b","ok","9,728","720","1280","720x1280","vertical","30","h264","aac","2","44100","1202581","1462339",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1666","Travesseiro Encosto De Cabeça Para Assento De Carro","VIDEOS 1500-1800/VIDEO 1666/Travesseiro Encosto De Cabeça Para Assento De Carro.mp4","e41087cf11dfc2947a740431228f42a378dd307a8785ea5a5ba91b5f5138d215","ok","11,191","720","1280","720x1280","vertical","30","h264","aac","2","44100","1367069","1912359",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1667","Heflash gudeso Controlador De Vídeo De Argamento Bluetooth Clicker Acionador Remoto Para Smartphones","VIDEOS 1500-1800/VIDEO 1667/Heflash gudeso Controlador De Vídeo De Argamento Bluetooth Clicker Acionador Remoto Para Smartphones.mp4","ddd657f4bb8e37c68cbbb82115bd7ef300bb27e82478d3b1ff77bc8542b84fe9","ok","15,951","720","1280","720x1280","vertical","30","h264","aac","2","44100","1282848","2557840",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1668","Chantsingheart Suporte De Ferro Para Plantas De Jardim Varanda Vaso De Flores Redondos  Grade De Cerca","VIDEOS 1500-1800/VIDEO 1668/Chantsingheart Suporte De Ferro Para Plantas De Jardim Varanda Vaso De Flores Redondos  Grade De Cerca.mp4","7ddfb797696fb37d176499f46567e52b1a248f425d36554d63cf459838a8dbe8","ok","9,982","720","1280","720x1280","vertical","30","h264","aac","2","44100","2315334","2888958",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1669","Ralo Click Inteligente 10x10 Cm Inox Banheiro Veda Cheiro 4.9 ou 15x15 Cm Ralo Ideal Click","VIDEOS 1500-1800/VIDEO 1669/Ralo Click Inteligente 10x10 Cm Inox Banheiro Veda Cheiro 4.9 ou 15x15 Cm Ralo Ideal Click.mp4","c69311b9ff15335a1f49fe2bfc35b62f652a0b4fe4d0d96d17d02c297baae303","ok","9,123","720","1280","720x1280","vertical","30","h264","aac","2","44100","1150732","1312267",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1670","Escorredor Retrátil Ajustável e Extensível Multifuncional para Pia de Cozinha em Inox e Plástico ABS Super Resistente para Lavar Alimentos e Louças - Cor Preto","VIDEOS 1500-1800/VIDEO 1670/Escorredor Retrátil Ajustável e Extensível Multifuncional para Pia de Cozinha em Inox e Plástico ABS Super Resistente para Lavar Alimentos e Louças - Cor Preto.mp4","abd8490cbc637e62e8d24dc7d12c3a0db00226246718a41870851f9f461a871a","ok","8,173","720","1280","720x1280","vertical","30","h264","aac","2","44100","2088490","2133654",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1671","Expansível Armário Prateleira Space Saver Racks Para Armário De Cozinha Roupeiro","VIDEOS 1500-1800/VIDEO 1671/Expansível Armário Prateleira Space Saver Racks Para Armário De Cozinha Roupeiro.mp4","46355319fa06e9a1b18a95abd6267787a89302224d9e44d22d33aadd1290689f","ok","13,42","720","1280","720x1280","vertical","30","h264","aac","2","44100","1465902","2459051",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1672","Banheira Spa Ofurô Dobrável Bend Infantil Adulto Grande 120L - Azul","VIDEOS 1500-1800/VIDEO 1672/Banheira Spa Ofurô Dobrável Bend Infantil Adulto Grande 120L - Azul.mp4","631b339df9f586e91b59cbf9ba5a5a3ef3e3438ffd32848a241ab7c211c04f58","ok","15,185","720","1280","720x1280","vertical","30","h264","aac","2","44100","1545192","2932969",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1673","Aquecedor de pés USB para aquecer os pés no inverno","VIDEOS 1500-1800/VIDEO 1673/Aquecedor de pés USB para aquecer os pés no inverno.mp4","8b6546249e88959b1f58e8e2c24d93412af24cac83c47e2cc34d4bbe1e6f8fc9","ok","7,662","720","1280","720x1280","vertical","30","h264","aac","2","44100","1742507","1668887",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1674","DescascadorApontador Decorativo Cortador De Legumes e Frutas Plástico - Pepino e Cenouro ( vários legumes e frutas )","VIDEOS 1500-1800/VIDEO 1674/DescascadorApontador Decorativo Cortador De Legumes e Frutas Plástico - Pepino e Cenouro ( vários legumes e frutas ).mp4","b111f0d5c46bce3382d68d60b68f642a303f4717ae6966cdd22992f14518e407","ok","11,029","720","1280","720x1280","vertical","30","h264","aac","2","44100","1554799","2143485",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1675","Adaptador 5 em 1 usb android, leitor de cartão sd, micro usbc, 8 pinos para iphone, laptop, tipo-c otg cartão tf, conversor triângulo divisor","VIDEOS 1500-1800/VIDEO 1675/Adaptador 5 em 1 usb android, leitor de cartão sd, micro usbc, 8 pinos para iphone, laptop, tipo-c otg cartão tf, conversor triângulo divisor.mp4","8624df7abc8709be08606d0338ca13e319365ad9d1ceec69f869e10a08ca0dde","ok","8,474","720","1280","720x1280","vertical","30","h264","aac","2","44100","1024857","1085580",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1676","Escova Sanitária De Parede Com Cabo Longo Flexível Formato De PatoAcessório De BanheiroMulticolorido","VIDEOS 1500-1800/VIDEO 1676/Escova Sanitária De Parede Com Cabo Longo Flexível Formato De PatoAcessório De BanheiroMulticolorido.mp4","f97f96748d169955d4fadd859c89b851cc51087bb3cce8c6cba4ab5fd8d758e2","ok","12,329","720","1280","720x1280","vertical","30","h264","aac","2","44100","1204404","1856138",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1677","Pano De Veludo Coral De Dupla FaceNão GrudadaToalha De PratoCozinhaEngrossarAbsorventeLimpeza","VIDEOS 1500-1800/VIDEO 1677/Pano De Veludo Coral De Dupla FaceNão GrudadaToalha De PratoCozinhaEngrossarAbsorventeLimpeza.mp4","3625540d4248e9996fc4186b6dfbe43d15c0c56358be62134b44a62d09c3ce5c","ok","24,101","720","1280","720x1280","vertical","30","h264","aac","2","44100","1732008","5217891",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1678","Tigela Inflável Shampoo , Bandeja De Lavagem De Cabelo Portátil Para Cama E , Leve Pia Idosos , Deficientes Mulheres Grávidas , Lejuries , Camaridge , HandicapZOE","VIDEOS 1500-1800/VIDEO 1678/Tigela Inflável Shampoo , Bandeja De Lavagem De Cabelo Portátil Para Cama E , Leve Pia Idosos , Deficientes Mulheres Grávidas , Lejuries , Camaridge , HandicapZOE.mp4","fe70af9a9bd3fd8bb35ec5ea6978335e93c6bf5a59a102de69afb31b449e7b2e","ok","11,423","720","1280","720x1280","vertical","30","h264","aac","2","44100","1228169","1753673",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1679","Suporte De Geladeira  Maquina De Lavar E Fogão Inox Com Rodinhas","VIDEOS 1500-1800/VIDEO 1679/Suporte De Geladeira  Maquina De Lavar E Fogão Inox Com Rodinhas.mp4","9fb62dea055bec4f4d50123248cfa015b3f3c98fde4c2f62adfa1666edfbbdae","ok","9,705","720","1280","720x1280","vertical","30","h264","aac","2","44100","1529616","1855616",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1680","Bolsa De Viagem Multifuncional dobravel De Grande Capacidade Impermeável","VIDEOS 1500-1800/VIDEO 1680/Bolsa De Viagem Multifuncional dobravel De Grande Capacidade Impermeável.mp4","a2317a93f1ac0726bbeb6e3eefa1bf7a78b24b023a03a56b9ce33560e246a8ef","ok","21,872","720","1280","720x1280","vertical","30","h264","aac","2","44100","1880727","5141909",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1681","Espaguete Tubo Termo Retrátil Isolante Kit 200220328408508pçs","VIDEOS 1500-1800/VIDEO 1681/Espaguete Tubo Termo Retrátil Isolante Kit 200220328408508pçs.mp4","c9310054a32012c7bf1f67bd88b961f7a18c2e16fe9a89843a2f3b7678accc2f","ok","18,598","720","1280","720x1280","vertical","30","h264","aac","2","44100","1645326","3824973",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1682","Mesa Maleta Dobrável Com 4 Cadeiras Dobrável Alumínio Camping Praia Jardim","VIDEOS 1500-1800/VIDEO 1682/Mesa Maleta Dobrável Com 4 Cadeiras Dobrável Alumínio Camping Praia Jardim.mp4","3f4d9ea6ec156e39a50519e00ae97715aaff65fc3a337e78dfe13e0b5b6259bc","ok","8,428","720","1280","720x1280","vertical","30","h264","aac","2","44100","1889553","1990645",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1683","Cadeado Segredo ，Anti-ferrugem, Com 8 Botaos,Cadeado Cego , Senha Fixo, Operação Simples","VIDEOS 1500-1800/VIDEO 1683/Cadeado Segredo ，Anti-ferrugem, Com 8 Botaos,Cadeado Cego , Senha Fixo, Operação Simples.mp4","6b6bd1841744535c142d09b5c80e06b2c04372b352b7f388cd104e15d65a7a36","ok","6,895","720","1280","720x1280","vertical","30","h264","aac","2","44100","1725095","1486817",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1684","Abongsea 50 Pçs Capa De Plástico Pe Para Assento Do Vaso Sanitário Descartável Para Viagem","VIDEOS 1500-1800/VIDEO 1684/Abongsea 50 Pçs Capa De Plástico Pe Para Assento Do Vaso Sanitário Descartável Para Viagem.mp4","c1ebcada55be78513e5432786dc0476a5bd1f5678e4ecab3049ebea36a9fbd14","ok","10,378","720","1280","720x1280","vertical","30","h264","aac","2","44100","1705009","2211823",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1685","1Pc Stainless Steel Pop-Up Bounce Core  Basin Plug-in Drain Filter  Shower Sink Strainer","VIDEOS 1500-1800/VIDEO 1685/1Pc Stainless Steel Pop-Up Bounce Core  Basin Plug-in Drain Filter  Shower Sink Strainer.mp4","7fcef4603f8d3be3349801beac5f6f4ce5c694ff1f58a4beffca4cab7fe69547","ok","19,736","720","1280","720x1280","vertical","30","h264","aac","2","44100","1063269","2623087",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1686","【WithBetter】 Soda Coke Tap Saver Upside Down Drinking Water Dispenser Party Drink Machines 【BR】","VIDEOS 1500-1800/VIDEO 1686/【WithBetter】 Soda Coke Tap Saver Upside Down Drinking Water Dispenser Party Drink Machines 【BR】.mp4","fff0b105df44a11dc973c7c2ec21d547d8caa468fb17c23a4edbee4cf21e5fae","ok","9,403","720","1280","720x1280","vertical","30","h264","aac","2","44100","1492074","1753747",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1687","kool Wall Dispensador Manual De Sabonete Em Gel Para Mãos Montado Recipientes Líquido , Shampoo , Condicionadores , Showe","VIDEOS 1500-1800/VIDEO 1687/kool Wall Dispensador Manual De Sabonete Em Gel Para Mãos Montado Recipientes Líquido , Shampoo , Condicionadores , Showe.mp4","f22ef4594172287d84353b170b615015dc8977ce1ebfc0ba3f35e70b8ee68acb","ok","15,394","720","1280","720x1280","vertical","30","h264","aac","2","44100","1689787","3251573",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1688","Flat Mop com Torneirinha Rodo Magico Esfregão com Balde com 2 Refil","VIDEOS 1500-1800/VIDEO 1688/Flat Mop com Torneirinha Rodo Magico Esfregão com Balde com 2 Refil.mp4","290d917780ed41f537f522a6e6d2e8b7646f98aa8839c9a83534ea45aa426bc2","ok","17,344","720","1280","720x1280","vertical","30","h264","aac","2","44100","1500510","3253107",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1689","Suporte Multiuso 6 Ganchos 2 Ventosas Forte Parede Azulejo","VIDEOS 1500-1800/VIDEO 1689/Suporte Multiuso 6 Ganchos 2 Ventosas Forte Parede Azulejo.mp4","a2631d7a0835c64e9e4d03a5d7deae2e134ae5b056ec89042b55cc3c577fc60e","ok","14,21","720","1280","720x1280","vertical","30","h264","aac","2","44100","783661","1391979",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1690","Escova Lava Louça Dispenser Recipiente porta detergente pratica limpeza pesada","VIDEOS 1500-1800/VIDEO 1690/Escova Lava Louça Dispenser Recipiente porta detergente pratica limpeza pesada.mp4","fd4b0ca13b6cb1e6e6df37690086da5ef08df3b0f29ce31ae1e5389b3ae44006","ok","17,739","720","1280","720x1280","vertical","30","h264","aac","2","44100","2014492","4466886",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1691","Foldable Portable Shopping Bag Travel Storage Bag Shoulder Bag Large Thickened Grocery Bag","VIDEOS 1500-1800/VIDEO 1691/Foldable Portable Shopping Bag Travel Storage Bag Shoulder Bag Large Thickened Grocery Bag.mp4","936665752d230ba55dde8f083cf140c56030bad6280c63fa45797685bda551db","ok","17,832","720","1280","720x1280","vertical","30","h264","aac","2","44100","1918212","4275696",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1692","Cobertor Travesseiro 2 Em 1 Almofada Travesseiro","VIDEOS 1500-1800/VIDEO 1692/Cobertor Travesseiro 2 Em 1 Almofada Travesseiro.mp4","e45fce43e253bd54f34a66179b37a4bef8a6ce2ceac9660d7e0ea19a8db7f8f3","ok","8,265","720","1280","720x1280","vertical","30","h264","aac","2","44100","2107759","2177579",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1693","1 UNI-Cabide Para Armário Gancho Suporte Com 5 Ganchos Universal 24x10cmx2,5cm","VIDEOS 1500-1800/VIDEO 1693/1 UNI-Cabide Para Armário Gancho Suporte Com 5 Ganchos Universal 24x10cmx2,5cm.mp4","601d6a839b856df9b4803ae2fb7180f5bd7d06d996e4354895f28f98af48f999","ok","8,869","720","1280","720x1280","vertical","30","h264","aac","2","44100","1365440","1513762",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1694","12 Unidades  Pacote Cadarços Esportivos Preguiçosos Portátil Colorido Criativo Elástico Popular Casual Conveniente Silicone","VIDEOS 1500-1800/VIDEO 1694/12 Unidades  Pacote Cadarços Esportivos Preguiçosos Portátil Colorido Criativo Elástico Popular Casual Conveniente Silicone.mp4","ff13fc766c92baefd99baf338aa3e9935a53ee22d1784652860df5af1c7354a6","ok","13,443","720","1280","720x1280","vertical","30","h264","aac","2","44100","2211933","3716878",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1695","Mini Máquina De Lavar Roupa 2.8L Portátil Dobrável Calcinha Para Casa Meias Roupas De Bebê Limpeza Viagem Presente De Feriado","VIDEOS 1500-1800/VIDEO 1695/Mini Máquina De Lavar Roupa 2.8L Portátil Dobrável Calcinha Para Casa Meias Roupas De Bebê Limpeza Viagem Presente De Feriado.mp4","bf9815a576362a5923e1e4a1744ea3d5b3a27eb09dfa72436be4fdce1e3350ea","ok","13,629","720","1280","720x1280","vertical","30","h264","aac","2","44100","1549591","2639922",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1696","Conjunto De Assento Sanitário Descartável Não Tecido Capa De Vaso Impermeável Portátil Para Mulheres Grávidas","VIDEOS 1500-1800/VIDEO 1696/Conjunto De Assento Sanitário Descartável Não Tecido Capa De Vaso Impermeável Portátil Para Mulheres Grávidas.mp4","e4bb2e4b4df1834a2ecde1c77648cad6c8f84930c2577da75f8446baf20c0259","ok","11,145","720","1280","720x1280","vertical","30","h264","aac","2","44100","1491412","2077724",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1697","Ventilador De Parede Dobrável 4 Em 1 Mesa Portátil Circular 1500mAh Telescópica Com 4 Velocidades Mini Teto Lâmpada","VIDEOS 1500-1800/VIDEO 1697/Ventilador De Parede Dobrável 4 Em 1 Mesa Portátil Circular 1500mAh Telescópica Com 4 Velocidades Mini Teto Lâmpada.mp4","f9c92ae6c58a46336a3de73789c824a73c5e2c918f76de9aa88ef02c62579ab2","ok","17,205","720","1280","720x1280","vertical","30","h264","aac","2","44100","1792129","3854198",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1698","Necessaire Bolsa Organizadora Sapato Viagem Porta Toalha","VIDEOS 1500-1800/VIDEO 1698/Necessaire Bolsa Organizadora Sapato Viagem Porta Toalha.mp4","cd1a26c816724458e1eb1c850dfdbad1077ddedfb487f2828fd16e3e82fe1551","ok","15,092","720","1280","720x1280","vertical","30","h264","aac","2","44100","1726121","3256329",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1699","Capa De Almofada Florida Estampada Elástica Para SofáSala De EstarDecoração De Casa","VIDEOS 1500-1800/VIDEO 1699/Capa De Almofada Florida Estampada Elástica Para SofáSala De EstarDecoração De Casa.mp4","8333f31c2ad1627af871ecbf863bb6bcfb79fa51804e238c96a20e8031083d2e","ok","8,985","720","1280","720x1280","vertical","30","h264","aac","2","44100","1950390","2190532",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1700","Suporte De Escovas Com Copos Para Enxague E Dispenser De Creme Dental","VIDEOS 1500-1800/VIDEO 1700/Suporte De Escovas Com Copos Para Enxague E Dispenser De Creme Dental.mp4","75d6a5f957a0ff6181598d7945a619f2af3bc7b29c31c67384c9221e8f5f8a49","ok","7,035","720","1280","720x1280","vertical","30","h264","aac","2","44100","1408093","1238242",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1701","Debulhador Descascador Ralador Espiga Milho Reservatorio Redondo 400ml","VIDEOS 1500-1800/VIDEO 1701/Debulhador Descascador Ralador Espiga Milho Reservatorio Redondo 400ml.mp4","645628b96b5e3bd19c8d6ff884a6c564b7f5b2687f80cb16c5a3c9de98706344","ok","10,239","720","1280","720x1280","vertical","30","h264","aac","2","44100","2213495","2832998",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1702","SUER Fechador Magnético De Porta De Cozinha Com Armário De Parafuso Decoração De Casa Adesivo Sem Furos","VIDEOS 1500-1800/VIDEO 1702/SUER Fechador Magnético De Porta De Cozinha Com Armário De Parafuso Decoração De Casa Adesivo Sem Furos.mp4","946b0cc96f7c76502ab17ad24c0f745cb0b1b5a6f850dc48fabd7b60c2ffdd53","ok","9,984","720","1280","720x1280","vertical","30","h264","aac","2","44100","2091493","2610184",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1703","Suporte Organizador Plástico De Parede Para Armazenar Sacolas De Mantã Q3W7","VIDEOS 1500-1800/VIDEO 1703/Suporte Organizador Plástico De Parede Para Armazenar Sacolas De Mantã Q3W7.mp4","7b3a4f6fe0698624e0cb251b8ca255b1b00d64ab4a4db957072cbe4c778e749c","ok","16,067","720","1280","720x1280","vertical","30","h264","aac","2","44100","2466508","4953674",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1704","Kit Soldador Sem Fio De Solda Elétrica Vip Portátil 5v 8w Usb","VIDEOS 1500-1800/VIDEO 1704/Kit Soldador Sem Fio De Solda Elétrica Vip Portátil 5v 8w Usb.mp4","e4fb38f8d51fec1788c119f17375fefaffbbcb3ae93bf6748787b4f07e1a63c2","ok","12,7","720","1280","720x1280","vertical","30","h264","aac","2","44100","1445423","2294610",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1705","Potinho Pote Prato Mágico Giratório 360° Infantil Gyro Bowl","VIDEOS 1500-1800/VIDEO 1705/Potinho Pote Prato Mágico Giratório 360° Infantil Gyro Bowl.mp4","7fcc67d092dd111315b393541d1dea952abf5b21ab33abe163a755a08a02546b","ok","8,567","720","1280","720x1280","vertical","30","h264","aac","2","44100","1770475","1895958",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1706","Luminária Led Sensor Presença (somente no escuro) Recarregável com cabo Usb Armario ou Guarda-roupa , Carca De Liga De Alumínio Específico Utilizado Na Área Da Aeronáutica.","VIDEOS 1500-1800/VIDEO 1706/Luminária Led Sensor Presença (somente no escuro) Recarregável com cabo Usb Armario ou Guarda-roupa , Carca De Liga De Alumínio Específico Utilizado Na Área Da Aeronáutica..mp4","5d196740923d5b7e119da340b4802fb671a4722f07534b9fe6019d7bb650caa1","ok","7,731","720","1280","720x1280","vertical","30","h264","aac","2","44100","1736690","1678294",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1707","YIFEI Ventilador de Dobramento Chegam Novas Hand Held Leques Viajar cap verão Chapéu de Sol boné de Pano de Bambu Fã Dança Floral Da Menina Das Mulheres","VIDEOS 1500-1800/VIDEO 1707/YIFEI Ventilador de Dobramento Chegam Novas Hand Held Leques Viajar cap verão Chapéu de Sol boné de Pano de Bambu Fã Dança Floral Da Menina Das Mulheres.mp4","7bcf40e3ef5f84bb95fa84902df6669b0cad7d7300a03832eb6358b9245979a4","ok","10,169","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","4267729","5424818",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1708","Bolsa Tiracolo  De Mão De Tecido De Cor Lisa Com Um Ombro","VIDEOS 1500-1800/VIDEO 1708/Bolsa Tiracolo  De Mão De Tecido De Cor Lisa Com Um Ombro.mp4","8c6795036537770ef613c6fd3b0aeec0010ded9db95c3ac501f96b8dbd522ae3","ok","10,262","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","2858472","3666706",""
"VIDEOS 1500-1800-20260730T124532Z-1-001.zip","1709","Rolo de Papel de Parede Adesivo Estampado em Madeira Decoração e Reforma - XL3041-XL3049","VIDEOS 1500-1800/VIDEO 1709/Rolo de Papel de Parede Adesivo Estampado em Madeira Decoração e Reforma - XL3041-XL3049.mp4","09f8266fe5420fc3aaed4051f0f093241288a8a2ee00e5848676714bb92c9929","ok","10,68","1080","1920","1080x1920","vertical","30","h264","aac","2","44100","3297741","4402485",""
